,TEAM,DATE,LOC,GAME_ID,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Jarell Martin,ORL,2018-11-14,ORL,201811140ORL,0.0,,,,,,,,,,,,,,,,,,,
Collin Sexton,CLE,2018-11-14,WAS,201811140WAS,33.883,9,16,.563,2,3,.667,4,4,1.000,0,3,3,2,0,0,4,2,24,-15
Larry Nance,CLE,2018-11-14,WAS,201811140WAS,26.383,3,4,.750,1,2,.500,3,5,.600,2,4,6,5,4,2,3,0,10,-13
J.R. Smith,CLE,2018-11-14,WAS,201811140WAS,24.483,3,11,.273,0,4,.000,0,2,.000,0,2,2,3,0,0,1,2,6,-11
Tristan Thompson,CLE,2018-11-14,WAS,201811140WAS,19.35,3,6,.500,0,0,,3,6,.500,3,5,8,2,2,1,2,3,9,-5
Rodney Hood,CLE,2018-11-14,WAS,201811140WAS,16.05,2,5,.400,0,1,.000,6,6,1.000,0,2,2,2,0,0,1,3,10,-11
David Nwaba,CLE,2018-11-14,WAS,201811140WAS,28.65,5,8,.625,0,2,.000,1,2,.500,1,6,7,1,2,1,1,2,11,-19
Jordan Clarkson,CLE,2018-11-14,WAS,201811140WAS,27.35,4,13,.308,0,4,.000,1,1,1.000,0,2,2,1,1,0,6,3,9,-11
Cedi Osman,CLE,2018-11-14,WAS,201811140WAS,23.517,2,6,.333,0,3,.000,0,0,,0,4,4,3,1,1,2,0,4,-13
Andrew Harrison,CLE,2018-11-14,WAS,201811140WAS,18.717,3,5,.600,1,2,.500,3,3,1.000,2,2,4,2,2,1,1,4,10,-11
Ante Žižić,CLE,2018-11-14,WAS,201811140WAS,15.067,1,1,1.000,0,0,,0,2,.000,1,2,3,1,0,0,0,5,2,-10
Channing Frye,CLE,2018-11-14,WAS,201811140WAS,6.55,0,2,.000,0,0,,0,0,,0,1,1,0,0,0,2,0,0,-1
Bradley Beal,WAS,2018-11-14,WAS,201811140WAS,27.983,7,16,.438,3,10,.300,3,4,.750,1,2,3,3,3,0,2,2,20,+8
Otto Porter,WAS,2018-11-14,WAS,201811140WAS,26.233,7,11,.636,1,3,.333,0,0,,1,2,3,3,2,0,3,0,15,+10
John Wall,WAS,2018-11-14,WAS,201811140WAS,21.4,3,10,.300,1,2,.500,1,1,1.000,2,3,5,9,2,1,3,4,8,+4
Markieff Morris,WAS,2018-11-14,WAS,201811140WAS,20.667,3,6,.500,3,6,.500,2,2,1.000,1,2,3,1,1,0,0,1,11,+7
Dwight Howard,WAS,2018-11-14,WAS,201811140WAS,19.85,5,8,.625,0,0,,0,1,.000,0,7,7,0,0,0,2,4,10,-2
Austin Rivers,WAS,2018-11-14,WAS,201811140WAS,29.05,4,10,.400,3,8,.375,1,4,.250,1,1,2,2,1,0,2,3,12,+19
Jeff Green,WAS,2018-11-14,WAS,201811140WAS,24.233,3,7,.429,1,3,.333,1,1,1.000,1,2,3,3,2,1,3,3,8,+14
Ian Mahinmi,WAS,2018-11-14,WAS,201811140WAS,24.05,2,3,.667,1,2,.500,4,6,.667,4,3,7,2,2,0,0,4,9,+24
Kelly Oubre,WAS,2018-11-14,WAS,201811140WAS,18.4,3,12,.250,0,5,.000,2,3,.667,0,7,7,1,1,1,2,0,8,+14
Tomáš Satoranský,WAS,2018-11-14,WAS,201811140WAS,16.833,4,6,.667,0,1,.000,0,0,,1,0,1,4,3,0,1,2,8,+15
Thomas Bryant,WAS,2018-11-14,WAS,201811140WAS,4.1,2,2,1.000,0,0,,2,2,1.000,0,1,1,0,0,0,0,2,6,+2
Troy Brown,WAS,2018-11-14,WAS,201811140WAS,4.1,1,1,1.000,0,0,,0,0,,0,0,0,2,0,0,0,0,2,+2
Jason Smith,WAS,2018-11-14,WAS,201811140WAS,3.1,0,0,,0,0,,2,2,1.000,0,2,2,0,0,0,0,0,2,+3
Justin Holiday,CHI,2018-11-14,BOS,201811140BOS,31.917,2,10,.200,2,7,.286,0,0,,1,1,2,4,1,0,1,2,6,-22
Zach LaVine,CHI,2018-11-14,BOS,201811140BOS,31.517,3,11,.273,0,2,.000,4,4,1.000,1,8,9,4,1,0,4,0,10,-21
Ryan Arcidiacono,CHI,2018-11-14,BOS,201811140BOS,30.733,3,5,.600,2,4,.500,0,0,,0,8,8,3,1,0,1,4,8,-11
Jabari Parker,CHI,2018-11-14,BOS,201811140BOS,26.533,6,13,.462,2,4,.500,0,0,,0,5,5,2,0,1,5,1,14,-16
Wendell Carter,CHI,2018-11-14,BOS,201811140BOS,25.5,5,13,.385,0,1,.000,1,1,1.000,1,6,7,0,0,1,2,1,11,-15
Shaquille Harrison,CHI,2018-11-14,BOS,201811140BOS,22.9,7,10,.700,0,0,,2,2,1.000,0,6,6,1,4,0,0,2,16,-19
Chandler Hutchison,CHI,2018-11-14,BOS,201811140BOS,21.467,0,3,.000,0,1,.000,0,0,,0,3,3,1,1,0,2,1,0,-13
Antonio Blakeney,CHI,2018-11-14,BOS,201811140BOS,18.483,3,10,.300,1,4,.250,0,0,,0,1,1,1,0,1,4,4,7,-13
Robin Lopez,CHI,2018-11-14,BOS,201811140BOS,13.017,1,4,.250,0,0,,0,0,,2,0,2,0,0,0,2,1,2,-13
Cristiano Felício,CHI,2018-11-14,BOS,201811140BOS,9.483,2,3,.667,0,0,,2,2,1.000,2,1,3,0,0,0,0,0,6,-1
Cameron Payne,CHI,2018-11-14,BOS,201811140BOS,8.45,1,2,.500,0,0,,0,0,,0,1,1,0,0,0,1,0,2,-1
Gordon Hayward,BOS,2018-11-14,BOS,201811140BOS,28.733,4,12,.333,1,4,.250,2,3,.667,2,2,4,4,3,0,1,1,11,+24
Kyrie Irving,BOS,2018-11-14,BOS,201811140BOS,27.75,6,8,.750,1,1,1.000,4,4,1.000,1,5,6,7,2,0,1,1,17,+20
Jayson Tatum,BOS,2018-11-14,BOS,201811140BOS,26.65,5,14,.357,4,8,.500,0,0,,2,4,6,0,1,0,2,2,14,+6
Jaylen Brown,BOS,2018-11-14,BOS,201811140BOS,25.383,8,14,.571,2,4,.500,0,0,,0,6,6,3,1,0,3,1,18,+12
Al Horford,BOS,2018-11-14,BOS,201811140BOS,20.05,4,6,.667,2,2,1.000,0,0,,0,8,8,3,1,2,0,0,10,+13
Terry Rozier,BOS,2018-11-14,BOS,201811140BOS,29.617,5,15,.333,0,5,.000,2,2,1.000,0,4,4,2,1,0,0,1,12,+19
Semi Ojeleye,BOS,2018-11-14,BOS,201811140BOS,21.35,2,2,1.000,0,0,,0,0,,1,1,2,0,0,0,2,0,4,+23
Aron Baynes,BOS,2018-11-14,BOS,201811140BOS,18.583,3,9,.333,2,5,.400,1,1,1.000,2,9,11,3,1,2,0,1,9,+19
Marcus Smart,BOS,2018-11-14,BOS,201811140BOS,18.067,3,6,.500,2,4,.500,0,0,,0,1,1,2,1,0,2,3,8,+8
Daniel Theis,BOS,2018-11-14,BOS,201811140BOS,9.367,1,1,1.000,0,0,,0,0,,0,1,1,0,1,1,1,2,2,-3
Brad Wanamaker,BOS,2018-11-14,BOS,201811140BOS,8.817,1,2,.500,1,1,1.000,0,0,,0,1,1,2,0,0,1,0,3,+3
Guerschon Yabusele,BOS,2018-11-14,BOS,201811140BOS,5.633,0,1,.000,0,0,,3,4,.750,0,1,1,1,0,0,0,0,3,+1
Marcus Morris,BOS,2018-11-14,BOS,201811140BOS,0.0,,,,,,,,,,,,,,,,,,,
Josh Richardson,MIA,2018-11-14,BRK,201811140BRK,35.5,5,13,.385,2,7,.286,3,4,.750,1,4,5,5,0,0,3,4,15,+17
Justise Winslow,MIA,2018-11-14,BRK,201811140BRK,33.983,2,8,.250,0,1,.000,2,2,1.000,1,10,11,3,0,0,4,2,6,+19
Rodney McGruder,MIA,2018-11-14,BRK,201811140BRK,33.6,4,9,.444,0,4,.000,2,3,.667,0,4,4,3,1,0,2,3,10,+6
Goran Dragić,MIA,2018-11-14,BRK,201811140BRK,29.117,8,15,.533,1,4,.250,4,6,.667,0,3,3,4,0,0,3,2,21,+5
Hassan Whiteside,MIA,2018-11-14,BRK,201811140BRK,21.65,5,10,.500,0,1,.000,4,6,.667,2,8,10,0,2,2,1,4,14,+7
Tyler Johnson,MIA,2018-11-14,BRK,201811140BRK,30.733,9,12,.750,2,5,.400,4,4,1.000,1,4,5,1,0,2,1,0,24,+6
Wayne Ellington,MIA,2018-11-14,BRK,201811140BRK,26.1,3,6,.500,2,5,.400,0,0,,0,1,1,3,3,0,0,2,8,-3
Kelly Olynyk,MIA,2018-11-14,BRK,201811140BRK,15.867,3,4,.750,1,2,.500,1,3,.333,1,4,5,3,0,1,3,4,8,+6
Bam Adebayo,MIA,2018-11-14,BRK,201811140BRK,10.067,6,6,1.000,0,0,,0,0,,0,3,3,1,0,1,0,5,12,+3
Udonis Haslem,MIA,2018-11-14,BRK,201811140BRK,2.167,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,1,2,+1
Duncan Robinson,MIA,2018-11-14,BRK,201811140BRK,1.217,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
Derrick Jones,MIA,2018-11-14,BRK,201811140BRK,0.0,,,,,,,,,,,,,,,,,,,
Allen Crabbe,BRK,2018-11-14,BRK,201811140BRK,25.65,2,6,.333,2,4,.500,0,0,,0,1,1,0,2,0,1,6,6,-3
Joe Harris,BRK,2018-11-14,BRK,201811140BRK,25.067,4,8,.500,1,3,.333,2,2,1.000,0,4,4,3,0,0,0,4,11,-18
Jared Dudley,BRK,2018-11-14,BRK,201811140BRK,24.567,4,9,.444,2,4,.500,0,0,,2,3,5,0,1,1,3,3,10,-5
D'Angelo Russell,BRK,2018-11-14,BRK,201811140BRK,23.55,6,18,.333,0,3,.000,0,0,,1,2,3,5,1,0,3,4,12,-4
Ed Davis,BRK,2018-11-14,BRK,201811140BRK,16.85,3,6,.500,0,0,,2,2,1.000,4,5,9,1,1,0,1,3,8,-4
Spencer Dinwiddie,BRK,2018-11-14,BRK,201811140BRK,29.017,6,12,.500,1,5,.200,5,7,.714,1,2,3,5,1,0,4,1,18,-24
DeMarre Carroll,BRK,2018-11-14,BRK,201811140BRK,27.517,2,9,.222,1,4,.250,3,4,.750,2,4,6,1,0,0,0,1,8,-5
Shabazz Napier,BRK,2018-11-14,BRK,201811140BRK,25.833,5,13,.385,1,3,.333,2,2,1.000,0,2,2,2,2,0,0,3,13,-5
Rondae Hollis-Jefferson,BRK,2018-11-14,BRK,201811140BRK,23.217,6,13,.462,0,1,.000,2,5,.400,5,4,9,0,1,1,2,2,14,-10
Kenneth Faried,BRK,2018-11-14,BRK,201811140BRK,8.533,2,4,.500,0,0,,1,2,.500,1,0,1,0,0,0,0,1,5,+3
Rodions Kurucs,BRK,2018-11-14,BRK,201811140BRK,7.133,1,2,.500,0,0,,0,0,,0,2,2,0,1,0,0,1,2,+7
Džanan Musa,BRK,2018-11-14,BRK,201811140BRK,3.067,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,1,0,0,+3
Alan Williams,BRK,2018-11-14,BRK,201811140BRK,0.0,,,,,,,,,,,,,,,,,,,
Blake Griffin,DET,2018-11-14,TOR,201811140TOR,39.6,13,22,.591,3,8,.375,1,2,.500,1,11,12,3,3,2,5,2,30,+6
Andre Drummond,DET,2018-11-14,TOR,201811140TOR,35.933,5,13,.385,0,0,,1,4,.250,4,8,12,2,0,1,1,3,11,-3
Reggie Bullock,DET,2018-11-14,TOR,201811140TOR,28.933,2,9,.222,1,7,.143,0,0,,0,1,1,2,2,0,1,3,5,-1
Reggie Jackson,DET,2018-11-14,TOR,201811140TOR,27.133,6,14,.429,1,4,.250,0,0,,0,1,1,6,0,0,3,2,13,+3
Glenn Robinson,DET,2018-11-14,TOR,201811140TOR,17.267,1,3,.333,1,2,.500,4,5,.800,0,1,1,0,0,0,1,1,7,-7
Langston Galloway,DET,2018-11-14,TOR,201811140TOR,30.717,5,8,.625,2,5,.400,1,1,1.000,0,2,2,2,0,0,2,4,13,+7
Stanley Johnson,DET,2018-11-14,TOR,201811140TOR,22.033,5,8,.625,2,5,.400,0,0,,0,2,2,1,2,0,0,3,12,+5
Ish Smith,DET,2018-11-14,TOR,201811140TOR,20.733,4,8,.500,0,1,.000,0,0,,0,2,2,5,0,1,0,2,8,-1
Jon Leuer,DET,2018-11-14,TOR,201811140TOR,6.617,2,3,.667,0,1,.000,0,0,,1,3,4,1,1,0,2,3,4,+8
José Calderón,DET,2018-11-14,TOR,201811140TOR,5.6,0,0,,0,0,,0,0,,0,1,1,2,0,1,1,1,0,-4
Zaza Pachulia,DET,2018-11-14,TOR,201811140TOR,5.433,1,3,.333,0,0,,1,1,1.000,1,0,1,0,0,0,1,0,3,-3
Khyri Thomas,DET,2018-11-14,TOR,201811140TOR,0.0,,,,,,,,,,,,,,,,,,,
Bruce Brown,DET,2018-11-14,TOR,201811140TOR,0.0,,,,,,,,,,,,,,,,,,,
Kyle Lowry,TOR,2018-11-14,TOR,201811140TOR,38.433,6,10,.600,1,3,.333,1,2,.500,1,6,7,7,0,0,5,1,14,-3
Kawhi Leonard,TOR,2018-11-14,TOR,201811140TOR,34.733,10,18,.556,0,2,.000,6,8,.750,0,9,9,4,3,0,6,2,26,+1
Pascal Siakam,TOR,2018-11-14,TOR,201811140TOR,29.433,8,12,.667,1,1,1.000,0,1,.000,2,5,7,2,1,1,1,4,17,0
Jonas Valančiūnas,TOR,2018-11-14,TOR,201811140TOR,26.95,6,12,.500,0,1,.000,2,2,1.000,2,4,6,0,0,1,3,4,14,+5
Danny Green,TOR,2018-11-14,TOR,201811140TOR,20.017,2,4,.500,1,1,1.000,0,0,,0,2,2,1,0,0,0,1,5,+11
OG Anunoby,TOR,2018-11-14,TOR,201811140TOR,23.967,3,12,.250,1,6,.167,0,2,.000,2,1,3,2,2,1,0,3,7,+1
Fred VanVleet,TOR,2018-11-14,TOR,201811140TOR,22.7,2,8,.250,0,2,.000,0,0,,1,1,2,5,1,0,0,1,4,-16
Greg Monroe,TOR,2018-11-14,TOR,201811140TOR,21.033,8,10,.800,0,0,,1,2,.500,3,6,9,0,1,0,3,1,17,-7
Delon Wright,TOR,2018-11-14,TOR,201811140TOR,14.083,0,4,.000,0,3,.000,0,0,,1,1,2,2,1,0,1,0,0,-1
Malachi Richardson,TOR,2018-11-14,TOR,201811140TOR,8.65,0,2,.000,0,1,.000,0,0,,0,2,2,0,0,0,1,2,0,-1
Lorenzo Brown,TOR,2018-11-14,TOR,201811140TOR,0.0,,,,,,,,,,,,,,,,,,,
Kyle Anderson,MEM,2018-11-14,MIL,201811140MIL,39.117,3,5,.600,0,0,,0,0,,1,7,8,5,0,1,2,5,6,+1
Garrett Temple,MEM,2018-11-14,MIL,201811140MIL,38.217,3,9,.333,1,4,.250,4,4,1.000,0,5,5,2,2,0,1,4,11,+13
Marc Gasol,MEM,2018-11-14,MIL,201811140MIL,37.95,10,18,.556,6,12,.500,3,5,.600,1,4,5,2,1,1,5,1,29,+8
Mike Conley,MEM,2018-11-14,MIL,201811140MIL,35.633,9,16,.563,2,6,.333,6,8,.750,0,2,2,4,2,0,2,2,26,-8
Jaren Jackson,MEM,2018-11-14,MIL,201811140MIL,15.567,5,8,.625,1,1,1.000,2,3,.667,0,2,2,1,2,0,0,5,13,0
Shelvin Mack,MEM,2018-11-14,MIL,201811140MIL,28.867,5,12,.417,3,6,.500,2,3,.667,0,6,6,5,1,0,0,1,15,-1
Wayne Selden,MEM,2018-11-14,MIL,201811140MIL,20.833,4,8,.500,0,4,.000,1,1,1.000,2,0,2,2,0,0,0,1,9,-1
MarShon Brooks,MEM,2018-11-14,MIL,201811140MIL,16.05,3,6,.500,1,2,.500,0,0,,0,2,2,3,0,1,2,1,7,0
Yuta Watanabe,MEM,2018-11-14,MIL,201811140MIL,7.767,0,1,.000,0,1,.000,0,0,,0,2,2,0,0,1,0,0,0,+3
D.J. Stephens,MEM,2018-11-14,MIL,201811140MIL,0.0,,,,,,,,,,,,,,,,,,,
Ivan Rabb,MEM,2018-11-14,MIL,201811140MIL,0.0,,,,,,,,,,,,,,,,,,,
Jevon Carter,MEM,2018-11-14,MIL,201811140MIL,0.0,,,,,,,,,,,,,,,,,,,
Chandler Parsons,MEM,2018-11-14,MIL,201811140MIL,0.0,,,,,,,,,,,,,,,,,,,
Giannis Antetokounmpo,MIL,2018-11-14,MIL,201811140MIL,34.5,10,14,.714,0,2,.000,11,12,.917,1,8,9,4,1,2,6,4,31,+4
Khris Middleton,MIL,2018-11-14,MIL,201811140MIL,32.267,8,16,.500,2,7,.286,7,7,1.000,1,4,5,3,0,0,2,1,25,-19
Eric Bledsoe,MIL,2018-11-14,MIL,201811140MIL,29.933,6,11,.545,1,3,.333,2,4,.500,1,5,6,7,2,0,1,5,15,+16
Malcolm Brogdon,MIL,2018-11-14,MIL,201811140MIL,27.283,4,11,.364,0,3,.000,0,0,,1,4,5,0,0,1,4,0,8,-30
Brook Lopez,MIL,2018-11-14,MIL,201811140MIL,24.9,2,5,.400,2,5,.400,0,0,,0,2,2,3,0,0,0,2,6,-8
Pat Connaughton,MIL,2018-11-14,MIL,201811140MIL,27.133,6,9,.667,2,5,.400,2,4,.500,2,4,6,2,2,1,1,1,16,+21
Ersan İlyasova,MIL,2018-11-14,MIL,201811140MIL,25.167,3,7,.429,0,2,.000,0,0,,3,2,5,0,0,0,2,3,6,-16
Tony Snell,MIL,2018-11-14,MIL,201811140MIL,17.55,0,2,.000,0,2,.000,0,0,,0,1,1,1,0,2,0,2,0,+14
Thon Maker,MIL,2018-11-14,MIL,201811140MIL,9.483,1,2,.500,1,2,.500,0,0,,0,2,2,1,0,2,0,2,3,+17
Donte DiVincenzo,MIL,2018-11-14,MIL,201811140MIL,6.4,1,2,.500,1,2,.500,0,0,,0,0,0,0,0,0,0,2,3,-7
John Henson,MIL,2018-11-14,MIL,201811140MIL,5.383,0,2,.000,0,2,.000,0,0,,0,3,3,1,0,0,0,0,0,-7
Jaylen Morris,MIL,2018-11-14,MIL,201811140MIL,0.0,,,,,,,,,,,,,,,,,,,
Matthew Dellavedova,MIL,2018-11-14,MIL,201811140MIL,0.0,,,,,,,,,,,,,,,,,,,
Anthony Davis,NOP,2018-11-14,MIN,201811140MIN,40.783,9,25,.360,2,3,.667,9,10,.900,2,9,11,2,2,4,0,2,29,+6
Jrue Holiday,NOP,2018-11-14,MIN,201811140MIN,38.833,7,18,.389,0,3,.000,0,0,,2,2,4,10,0,2,6,3,14,0
E'Twaun Moore,NOP,2018-11-14,MIN,201811140MIN,38.183,13,23,.565,4,8,.500,1,4,.250,1,3,4,4,1,0,2,4,31,+7
Nikola Mirotić,NOP,2018-11-14,MIN,201811140MIN,33.5,7,14,.500,2,8,.250,0,0,,1,9,10,1,1,0,2,3,16,0
Wesley Johnson,NOP,2018-11-14,MIN,201811140MIN,29.75,2,3,.667,1,1,1.000,0,0,,1,6,7,5,1,0,1,3,5,+9
Darius Miller,NOP,2018-11-14,MIN,201811140MIN,18.317,0,1,.000,0,1,.000,0,0,,0,1,1,1,1,0,1,0,0,-16
Julius Randle,NOP,2018-11-14,MIN,201811140MIN,14.067,1,4,.250,0,1,.000,1,4,.250,1,2,3,0,0,0,5,4,3,-7
Ian Clark,NOP,2018-11-14,MIN,201811140MIN,12.867,0,3,.000,0,2,.000,0,0,,0,2,2,0,0,0,1,0,0,-13
Cheick Diallo,NOP,2018-11-14,MIN,201811140MIN,7.217,1,2,.500,0,0,,0,0,,2,2,4,0,0,0,0,2,2,-13
Tim Frazier,NOP,2018-11-14,MIN,201811140MIN,6.483,0,1,.000,0,1,.000,0,0,,0,0,0,2,1,0,0,0,0,-8
Frank Jackson,NOP,2018-11-14,MIN,201811140MIN,0.0,,,,,,,,,,,,,,,,,,,
Solomon Hill,NOP,2018-11-14,MIN,201811140MIN,0.0,,,,,,,,,,,,,,,,,,,
Jahlil Okafor,NOP,2018-11-14,MIN,201811140MIN,0.0,,,,,,,,,,,,,,,,,,,
Robert Covington,MIN,2018-11-14,MIN,201811140MIN,41.167,4,11,.364,3,7,.429,2,2,1.000,0,7,7,2,2,1,1,2,13,+4
Andrew Wiggins,MIN,2018-11-14,MIN,201811140MIN,38.05,8,22,.364,4,9,.444,3,5,.600,3,3,6,4,3,1,2,1,23,-5
Jeff Teague,MIN,2018-11-14,MIN,201811140MIN,36.983,4,13,.308,1,5,.200,5,6,.833,0,2,2,14,1,1,3,2,14,-9
Karl-Anthony Towns,MIN,2018-11-14,MIN,201811140MIN,34.767,9,17,.529,2,4,.500,5,5,1.000,5,11,16,3,0,2,5,5,25,+9
Taj Gibson,MIN,2018-11-14,MIN,201811140MIN,27.833,4,7,.571,0,0,,2,4,.500,1,3,4,1,1,1,0,2,10,0
Dario Šarić,MIN,2018-11-14,MIN,201811140MIN,20.167,3,7,.429,1,2,.500,2,2,1.000,1,2,3,1,2,0,1,2,9,+7
Josh Okogie,MIN,2018-11-14,MIN,201811140MIN,16.783,4,9,.444,3,5,.600,0,0,,1,4,5,1,3,0,1,3,11,+15
Gorgui Dieng,MIN,2018-11-14,MIN,201811140MIN,13.233,1,4,.250,0,0,,0,0,,0,4,4,0,1,0,0,4,2,-2
Tyus Jones,MIN,2018-11-14,MIN,201811140MIN,11.017,0,0,,0,0,,0,0,,0,0,0,3,1,0,2,1,0,+16
Luol Deng,MIN,2018-11-14,MIN,201811140MIN,0.0,,,,,,,,,,,,,,,,,,,
James Nunnally,MIN,2018-11-14,MIN,201811140MIN,0.0,,,,,,,,,,,,,,,,,,,
Anthony Tolliver,MIN,2018-11-14,MIN,201811140MIN,0.0,,,,,,,,,,,,,,,,,,,
Keita Bates-Diop,MIN,2018-11-14,MIN,201811140MIN,0.0,,,,,,,,,,,,,,,,,,,
Kevin Knox,NYK,2018-11-14,OKC,201811140OKC,29.333,5,16,.313,2,7,.286,3,3,1.000,1,4,5,1,1,0,3,3,15,-14
Tim Hardaway,NYK,2018-11-14,OKC,201811140OKC,24.7,6,12,.500,3,8,.375,5,7,.714,0,3,3,1,0,1,2,1,20,-14
Emmanuel Mudiay,NYK,2018-11-14,OKC,201811140OKC,21.3,2,5,.400,0,2,.000,3,4,.750,0,1,1,5,1,1,3,0,7,-13
Noah Vonleh,NYK,2018-11-14,OKC,201811140OKC,20.4,3,7,.429,0,1,.000,3,3,1.000,2,2,4,0,0,0,0,0,9,-20
Mitchell Robinson,NYK,2018-11-14,OKC,201811140OKC,17.75,3,4,.750,0,0,,0,0,,0,1,1,1,1,3,0,4,6,-12
Allonzo Trier,NYK,2018-11-14,OKC,201811140OKC,32.317,4,10,.400,1,2,.500,2,3,.667,1,4,5,1,3,0,4,2,11,-12
Damyean Dotson,NYK,2018-11-14,OKC,201811140OKC,23.3,2,7,.286,0,1,.000,0,0,,2,2,4,3,2,1,0,1,4,-11
Enes Kanter,NYK,2018-11-14,OKC,201811140OKC,22.133,8,11,.727,1,1,1.000,2,3,.667,2,3,5,1,0,0,2,2,19,-10
Mario Hezonja,NYK,2018-11-14,OKC,201811140OKC,22.0,3,9,.333,0,2,.000,0,0,,1,5,6,2,0,1,3,1,6,-7
Frank Ntilikina,NYK,2018-11-14,OKC,201811140OKC,21.417,2,6,.333,0,2,.000,0,0,,0,2,2,2,0,1,0,1,4,-11
Ron Baker,NYK,2018-11-14,OKC,201811140OKC,5.35,1,1,1.000,0,0,,0,0,,0,0,0,1,0,0,1,2,2,-1
Trey Burke,NYK,2018-11-14,OKC,201811140OKC,0.0,,,,,,,,,,,,,,,,,,,
Terrance Ferguson,OKC,2018-11-14,OKC,201811140OKC,31.7,3,7,.429,1,4,.250,0,0,,1,5,6,3,0,0,1,3,7,+16
Steven Adams,OKC,2018-11-14,OKC,201811140OKC,30.45,9,13,.692,0,0,,1,2,.500,2,4,6,5,2,0,2,1,19,+25
Dennis Schröder,OKC,2018-11-14,OKC,201811140OKC,29.9,5,10,.500,3,5,.600,2,2,1.000,0,4,4,12,1,1,3,2,15,+30
Paul George,OKC,2018-11-14,OKC,201811140OKC,28.617,13,22,.591,5,11,.455,4,4,1.000,1,6,7,5,2,1,0,3,35,+17
Jerami Grant,OKC,2018-11-14,OKC,201811140OKC,27.867,6,10,.600,3,5,.600,0,0,,0,5,5,0,0,0,4,3,15,+9
Hamidou Diallo,OKC,2018-11-14,OKC,201811140OKC,19.433,5,11,.455,1,1,1.000,0,0,,2,2,4,0,2,0,0,2,11,+4
Patrick Patterson,OKC,2018-11-14,OKC,201811140OKC,18.283,2,4,.500,0,0,,1,2,.500,2,0,2,1,1,0,1,0,5,+22
Raymond Felton,OKC,2018-11-14,OKC,201811140OKC,16.833,2,5,.400,2,4,.500,2,2,1.000,0,1,1,3,0,1,2,3,8,-9
Nerlens Noel,OKC,2018-11-14,OKC,201811140OKC,13.667,1,2,.500,0,0,,0,0,,3,2,5,2,1,2,1,3,2,-4
Deonte Burton,OKC,2018-11-14,OKC,201811140OKC,12.0,3,6,.500,1,2,.500,0,0,,1,3,4,1,2,1,1,1,7,+5
Álex Abrines,OKC,2018-11-14,OKC,201811140OKC,7.383,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,0,1,0,0,+3
Abdel Nader,OKC,2018-11-14,OKC,201811140OKC,2.6,2,3,.667,0,0,,0,0,,1,2,3,0,0,1,0,0,4,+3
Timothé Luwawu-Cabarrot,OKC,2018-11-14,OKC,201811140OKC,1.267,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+4
Rudy Gobert,UTA,2018-11-14,DAL,201811140DAL,25.667,4,6,.667,0,0,,2,6,.333,4,7,11,2,3,0,0,1,10,-20
Joe Ingles,UTA,2018-11-14,DAL,201811140DAL,24.95,3,8,.375,2,5,.400,0,0,,1,2,3,2,0,0,2,1,8,-20
Donovan Mitchell,UTA,2018-11-14,DAL,201811140DAL,24.733,3,9,.333,1,3,.333,3,3,1.000,2,1,3,3,0,1,5,1,10,-12
Ricky Rubio,UTA,2018-11-14,DAL,201811140DAL,24.617,3,9,.333,1,5,.200,4,4,1.000,0,3,3,3,4,0,4,2,11,-14
Derrick Favors,UTA,2018-11-14,DAL,201811140DAL,21.933,4,8,.500,0,1,.000,0,0,,1,3,4,0,1,2,1,3,8,-7
Jae Crowder,UTA,2018-11-14,DAL,201811140DAL,21.567,2,12,.167,1,9,.111,0,0,,0,1,1,1,1,0,1,1,5,-21
Grayson Allen,UTA,2018-11-14,DAL,201811140DAL,20.8,2,9,.222,1,5,.200,0,0,,0,0,0,1,0,0,4,5,5,-26
Dante Exum,UTA,2018-11-14,DAL,201811140DAL,20.5,1,6,.167,0,2,.000,1,2,.500,0,1,1,2,1,0,0,2,3,-31
Alec Burks,UTA,2018-11-14,DAL,201811140DAL,16.65,2,7,.286,0,1,.000,1,2,.500,0,2,2,2,0,0,2,1,5,-21
Thabo Sefolosha,UTA,2018-11-14,DAL,201811140DAL,12.0,0,1,.000,0,1,.000,0,0,,0,3,3,0,0,0,0,0,0,-25
Ekpe Udoh,UTA,2018-11-14,DAL,201811140DAL,11.2,1,2,.500,0,0,,0,0,,0,2,2,0,0,0,1,2,2,-22
Royce O'Neale,UTA,2018-11-14,DAL,201811140DAL,9.633,0,1,.000,0,1,.000,1,2,.500,0,0,0,0,1,0,1,2,1,-18
Georges Niang,UTA,2018-11-14,DAL,201811140DAL,5.75,0,3,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,0,0,-13
Harrison Barnes,DAL,2018-11-14,DAL,201811140DAL,26.467,6,11,.545,3,5,.600,4,4,1.000,0,4,4,2,0,0,0,1,19,+19
Luka Dončić,DAL,2018-11-14,DAL,201811140DAL,25.15,5,13,.385,2,4,.500,1,2,.500,1,5,6,2,2,1,3,1,13,+17
